repo_id,repo_full_name,repo_html_url,size,stargazers_count,watchers_count,forks_count,score
113070783,erwanbou/sf-deep-rl,https://github.com/erwanbou/sf-deep-rl,635,22,22,5,1.0
61444941,Grzego/async-rl,https://github.com/Grzego/async-rl,11343,43,43,13,1.0
111409774,SimiPro/mkdl,https://github.com/SimiPro/mkdl,116,9,9,3,1.0
122713664,c0d3rman/Nicebot,https://github.com/c0d3rman/Nicebot,48848,3,3,2,1.0
121477066,MayankPratap/Pacman-Game-AI,https://github.com/MayankPratap/Pacman-Game-AI,11,3,3,3,1.0
179401669,knowledgaction/CMU10703_Assignments,https://github.com/knowledgaction/CMU10703_Assignments,1326,0,0,3,1.0
120142032,craigpmc/DeepReinforcementLearning,https://github.com/craigpmc/DeepReinforcementLearning,2654,0,0,0,1.0
120397468,prasoon2211/pacman-RL,https://github.com/prasoon2211/pacman-RL,87994,2,2,0,1.0
93296193,Li-Ming-Fan/DQN_GridWorld,https://github.com/Li-Ming-Fan/DQN_GridWorld,9,2,2,0,1.0
120950651,navneet-nmk/Deep-Reinforcement-Learning-Pytorch,https://github.com/navneet-nmk/Deep-Reinforcement-Learning-Pytorch,3,1,1,1,1.0
119285302,djbitbyte/Deep_Reinforcement_Learning,https://github.com/djbitbyte/Deep_Reinforcement_Learning,19,1,1,0,1.0
121205073,stepseazy/deep-reinforcement-learning,https://github.com/stepseazy/deep-reinforcement-learning,2,0,0,0,1.0
110543891,piojanu/DeepRLBootcamp2017,https://github.com/piojanu/DeepRLBootcamp2017,6049,0,0,1,1.0
119137238,bokallau/MSCA_DL_reinforcement_learning,https://github.com/bokallau/MSCA_DL_reinforcement_learning,63,0,0,0,1.0
100911767,ejmejm/CartPole-RL-DNN,https://github.com/ejmejm/CartPole-RL-DNN,30,1,1,2,1.0
120336967,Narasimha1997/General-Reinforcement-Learning,https://github.com/Narasimha1997/General-Reinforcement-Learning,229,0,0,0,1.0
120553408,wondervictor/CS294-Homeworks,https://github.com/wondervictor/CS294-Homeworks,980,0,0,1,1.0
116740197,iNomaD/feature-rl-atari,https://github.com/iNomaD/feature-rl-atari,1214,1,1,0,1.0
105144004,TCherici/StRADRL,https://github.com/TCherici/StRADRL,19071,0,0,0,1.0
105486675,sunfankong123/apple_game,https://github.com/sunfankong123/apple_game,326,0,0,0,1.0
124793625,schliffen/Hands-On-Reinforcement-Learning-With-Python,https://github.com/schliffen/Hands-On-Reinforcement-Learning-With-Python,340,1,1,0,1.0
119645672,GdoongMathew/CS-294-DRL-Practice,https://github.com/GdoongMathew/CS-294-DRL-Practice,703,0,0,0,1.0
113658453,eladsar/drl-atari,https://github.com/eladsar/drl-atari,85,2,2,0,1.0
113011543,anborde/deep-q-learning,https://github.com/anborde/deep-q-learning,444,1,1,0,1.0
132447350,ai3DVision/lsd-net,https://github.com/ai3DVision/lsd-net,1030,0,0,1,1.0
122074590,PALYGAP/Isol_A_DRL,https://github.com/PALYGAP/Isol_A_DRL,35,0,0,0,1.0
82254594,lucashu1/wildlifeRL,https://github.com/lucashu1/wildlifeRL,1521,1,1,0,1.0
119981993,crypt3lx2k/amdrl,https://github.com/crypt3lx2k/amdrl,36,1,1,0,1.0
120975796,vyom1911/Q_learning_game,https://github.com/vyom1911/Q_learning_game,20151,1,1,0,1.0
117552205,MansiAgarwal11/Implementing-ML-algorithms,https://github.com/MansiAgarwal11/Implementing-ML-algorithms,3631,0,0,0,1.0
123147509,kanavsethi/Simulation-of-Self-Driving-Car-using-Deep-Q-Learning---Python,https://github.com/kanavsethi/Simulation-of-Self-Driving-Car-using-Deep-Q-Learning---Python,237,0,0,0,1.0
116770033,helen-j/ML_Agent,https://github.com/helen-j/ML_Agent,28,1,1,1,1.0
107505182,lanpartis/MDQN,https://github.com/lanpartis/MDQN,70,0,0,0,1.0
120802272,jufer002/ult-tic-tac-toe,https://github.com/jufer002/ult-tic-tac-toe,254,0,0,0,1.0
112010646,jimkon/Deep-Reinforcement-Learning-in-Large-Discrete-Action-Spaces,https://github.com/jimkon/Deep-Reinforcement-Learning-in-Large-Discrete-Action-Spaces,218433,162,162,51,1.0
126232548,tobiasfshr/deep-reinforcement-learning-drone-control,https://github.com/tobiasfshr/deep-reinforcement-learning-drone-control,17,80,80,22,1.0
56199835,coreylynch/async-rl,https://github.com/coreylynch/async-rl,1096,1006,1006,182,1.0
60200067,stevenpjg/ddpg-aigym,https://github.com/stevenpjg/ddpg-aigym,361,250,250,72,1.0
122403493,fgabel/Deep-Reinforcement-Learning-for-Visual-Object-Tracking-in-Videos,https://github.com/fgabel/Deep-Reinforcement-Learning-for-Visual-Object-Tracking-in-Videos,554,28,28,17,1.0
75977620,CanePunma/Multi_Agent_Deep_Reinforcement_Learning,https://github.com/CanePunma/Multi_Agent_Deep_Reinforcement_Learning,410,23,23,7,1.0
81008946,andreimuntean/A3C,https://github.com/andreimuntean/A3C,30,67,67,24,1.0
126912748,fanshiliang/Hierarchical-Deep-Reinforcement-Learning,https://github.com/fanshiliang/Hierarchical-Deep-Reinforcement-Learning,47,8,8,4,1.0
83316587,ZidanMusk/deep-RL-DQN-tensorflow,https://github.com/ZidanMusk/deep-RL-DQN-tensorflow,116,11,11,6,1.0
99007288,piojanu/GradientAILab,https://github.com/piojanu/GradientAILab,35339,13,13,2,1.0
126656245,eugeneyan/deep-rl,https://github.com/eugeneyan/deep-rl,14,5,5,3,1.0
124499475,lizekang/Geetest-Crack-RL,https://github.com/lizekang/Geetest-Crack-RL,47,7,7,2,1.0
124318037,igfox/AdvantageOfDoubling,https://github.com/igfox/AdvantageOfDoubling,7,24,24,5,1.0
123385445,ytongbai/Deep-Reinforcement-Network,https://github.com/ytongbai/Deep-Reinforcement-Network,21,2,2,1,1.0
126628393,teknasd/Major2,https://github.com/teknasd/Major2,15,4,4,1,1.0
111285498,ajaysub110/atari-ai,https://github.com/ajaysub110/atari-ai,7785,5,5,0,1.0
123743255,v-kter/Deep-Reinforcement-Learning-,https://github.com/v-kter/Deep-Reinforcement-Learning-,437516,0,0,0,1.0
102384559,adithyahosapate/Deep-reinforcement-learning,https://github.com/adithyahosapate/Deep-reinforcement-learning,9862,0,0,0,1.0
123584088,jameslafa/deep-reinforcement-learning,https://github.com/jameslafa/deep-reinforcement-learning,2,0,0,0,1.0
124720538,Goleo8/Deep-Reinforcement-Learning,https://github.com/Goleo8/Deep-Reinforcement-Learning,6,0,0,0,1.0
126248728,eridgd/Deep-Reinforcement-Learning,https://github.com/eridgd/Deep-Reinforcement-Learning,59512,0,0,0,1.0
125098653,dhairya0904/Deep-Reinforcement-Learning,https://github.com/dhairya0904/Deep-Reinforcement-Learning,431,0,0,0,1.0
125037527,mujtabahasan/Bayesian_Deep_Reinforcement_learning,https://github.com/mujtabahasan/Bayesian_Deep_Reinforcement_learning,178,1,1,0,1.0
126706204,parksurk/dlcrl,https://github.com/parksurk/dlcrl,6396,0,0,0,1.0
119743842,LUKELIEM/deep_rl,https://github.com/LUKELIEM/deep_rl,450336,0,0,0,1.0
115245664,Ja1r0/DeepRL-algorithms,https://github.com/Ja1r0/DeepRL-algorithms,50,0,0,0,1.0
125628739,wuyx/Asynchronous-Methods-for-Deep-Reinforcement-Learning,https://github.com/wuyx/Asynchronous-Methods-for-Deep-Reinforcement-Learning,9767,0,0,0,1.0
105079275,axhue/DDQRN,https://github.com/axhue/DDQRN,21541,0,0,0,1.0
125415486,Aloukik21/atari_games,https://github.com/Aloukik21/atari_games,8704,0,0,0,1.0
127455505,hezudao23/Optimal-control-of-KPZ-equation-using-Deep-Reinforcement-Learning,https://github.com/hezudao23/Optimal-control-of-KPZ-equation-using-Deep-Reinforcement-Learning,166,0,0,0,1.0
124836132,ngoyal2707/deep-rl-berkeley-course-homework,https://github.com/ngoyal2707/deep-rl-berkeley-course-homework,41266,0,0,0,1.0
126000607,rpicatoste/dlndf-project5-drl-quadcopter-2,https://github.com/rpicatoste/dlndf-project5-drl-quadcopter-2,11,0,0,0,1.0
79957097,babaktr/asynchronous_1step,https://github.com/babaktr/asynchronous_1step,295,5,5,0,1.0
120119827,racersmith/RL_Quadcopter,https://github.com/racersmith/RL_Quadcopter,960,0,0,0,1.0
118279625,ShawK91/DRL_Multi-robot_Coupling,https://github.com/ShawK91/DRL_Multi-robot_Coupling,278,0,0,0,1.0
140099936,ParsonsZeng/enhance-coherence,https://github.com/ParsonsZeng/enhance-coherence,154148,0,0,0,1.0
125229855,leekh7411/TicTacToe_AI,https://github.com/leekh7411/TicTacToe_AI,215,0,0,0,1.0
123669118,xianhong/DDPG-inverted-pendulum,https://github.com/xianhong/DDPG-inverted-pendulum,277,1,1,1,1.0
119630430,tommykwh/DQN-on-Tetris,https://github.com/tommykwh/DQN-on-Tetris,12130,0,0,0,1.0
123385504,agakshat/qnets,https://github.com/agakshat/qnets,3324,0,0,0,1.0
125203414,vsai121/Flappy-bird,https://github.com/vsai121/Flappy-bird,50132,0,0,0,1.0
118189003,achowdhury123/Machine-Learning-Library,https://github.com/achowdhury123/Machine-Learning-Library,41,0,0,0,1.0
122041114,choo8/Tensorflow-DeepMind-Atari-Deep-Q-Learner-2Player,https://github.com/choo8/Tensorflow-DeepMind-Atari-Deep-Q-Learner-2Player,81,16,16,5,1.0
129242714,AidanRocke/Free_Energy_experiments,https://github.com/AidanRocke/Free_Energy_experiments,113,44,44,9,1.0
113543386,OakLake/DeepRL-AI,https://github.com/OakLake/DeepRL-AI,29533,8,8,3,1.0
94631683,polyaxon/polyaxon-lib,https://github.com/polyaxon/polyaxon-lib,849,8,8,6,1.0
89538166,dbobrenko/reinforceflow,https://github.com/dbobrenko/reinforceflow,265,12,12,3,1.0
109680037,hchkaiban/CarRacingRL_DDQN,https://github.com/hchkaiban/CarRacingRL_DDQN,25976,19,19,3,1.0
117760261,jcoreyes/ex2,https://github.com/jcoreyes/ex2,87,9,9,4,1.0
116165562,SilongHu/Deep-Reinforcement-Learning-Application-in-Finance,https://github.com/SilongHu/Deep-Reinforcement-Learning-Application-in-Finance,2202,7,7,1,1.0
131234835,DianCh/Deep_Reinforcement_Learning,https://github.com/DianCh/Deep_Reinforcement_Learning,651,4,4,1,1.0
127340066,cpuheater/tic-tac-toe-deep-rl-lab,https://github.com/cpuheater/tic-tac-toe-deep-rl-lab,14,7,7,1,1.0
103045215,luunam/gomoku-dqn,https://github.com/luunam/gomoku-dqn,52330,6,6,0,1.0
127552733,Roboy/roboy_NRP_deep_rl,https://github.com/Roboy/roboy_NRP_deep_rl,251,2,2,2,1.0
128545849,sgcs-datamining/PGKoreaPortfolio,https://github.com/sgcs-datamining/PGKoreaPortfolio,6737,2,2,3,1.0
131045494,jarryxiao/deep-rl-ofc-poker,https://github.com/jarryxiao/deep-rl-ofc-poker,35,1,1,2,1.0
120122841,rujunhan/QADeepRL,https://github.com/rujunhan/QADeepRL,249,1,1,2,1.0
123794975,201419/DeepReinforcementLearning,https://github.com/201419/DeepReinforcementLearning,291,0,0,0,1.0
120914849,shailesh001/DeepReinforcementLearning,https://github.com/shailesh001/DeepReinforcementLearning,7309,0,0,0,1.0
128172961,AI-Guru/meetup-wuerzburg-apr-2018,https://github.com/AI-Guru/meetup-wuerzburg-apr-2018,59,3,3,1,1.0
127482793,Yuchi94/DeepReinforcementLearning,https://github.com/Yuchi94/DeepReinforcementLearning,10861,0,0,0,1.0
121386347,abhayraw1/scout,https://github.com/abhayraw1/scout,25,2,2,0,1.0
128579165,rymu0567/Deep_Reinforcement_Learning_Atari,https://github.com/rymu0567/Deep_Reinforcement_Learning_Atari,4,0,0,0,1.0
102467380,masus04/Deep-Reinforcement-Learning-Othello,https://github.com/masus04/Deep-Reinforcement-Learning-Othello,752111,1,1,1,1.0
129202055,SanderDalm/deep_reinforcement_learning,https://github.com/SanderDalm/deep_reinforcement_learning,1,0,0,0,1.0
127461425,kanesoban/deep-reinforcement-learning-course,https://github.com/kanesoban/deep-reinforcement-learning-course,31,0,0,0,1.0
128023312,jasonchengqs/Deep_Reinforcement_Learning--DQN,https://github.com/jasonchengqs/Deep_Reinforcement_Learning--DQN,2673,0,0,0,1.0
129139643,XuanC6/Reinforcement-Learning-Practice,https://github.com/XuanC6/Reinforcement-Learning-Practice,39,0,0,0,1.0
123971489,fangyixiao18/DRL,https://github.com/fangyixiao18/DRL,132,0,0,0,1.0
126275097,zhuzd12/cs294,https://github.com/zhuzd12/cs294,137736,1,1,0,1.0
128576168,milesial/DeepQ-Playground,https://github.com/milesial/DeepQ-Playground,8,0,0,0,1.0
129958998,donlee90/cs234,https://github.com/donlee90/cs234,112,0,0,0,1.0
130224466,MUIT-DeepAudio/DQN_Intro,https://github.com/MUIT-DeepAudio/DQN_Intro,1420,0,0,0,1.0
103949203,bhaskarbb/Deep-Q-Learning-game,https://github.com/bhaskarbb/Deep-Q-Learning-game,32,0,0,0,1.0
131392779,shanebrunette/deepcrypto,https://github.com/shanebrunette/deepcrypto,14365,1,1,0,1.0
126349250,crystina-z/Transportation_Optimization,https://github.com/crystina-z/Transportation_Optimization,807,1,1,0,1.0
129416472,fdevita92/CartPole,https://github.com/fdevita92/CartPole,72,1,1,1,1.0
129626729,fdevita92/MountainCar,https://github.com/fdevita92/MountainCar,35,0,0,0,1.0
131193915,qiweiwang/RL,https://github.com/qiweiwang/RL,13,0,0,0,1.0
126512607,JP-DataScienceProjects/2048AI,https://github.com/JP-DataScienceProjects/2048AI,3430,1,1,1,1.0
131529997,yotamco100/AchtungPlayer,https://github.com/yotamco100/AchtungPlayer,21,0,0,1,1.0
128340503,sdan/Herobraine,https://github.com/sdan/Herobraine,33214,0,0,0,1.0
128544023,delinhabit/nd101-quadcopter-RL,https://github.com/delinhabit/nd101-quadcopter-RL,1442,0,0,0,1.0
52806900,TeamHG-Memex/deep-deep,https://github.com/TeamHG-Memex/deep-deep,829,165,165,40,1.0
129706083,happyjin/ReinforcementLearningTracker-pytorch,https://github.com/happyjin/ReinforcementLearningTracker-pytorch,191,8,8,2,1.0
132509061,facebookresearch/reward-estimator-iclr,https://github.com/facebookresearch/reward-estimator-iclr,68,10,10,4,1.0
125909880,nikhil-kotecha/Emotional_Dialogue,https://github.com/nikhil-kotecha/Emotional_Dialogue,164,25,25,10,1.0
119296622,arunarn2/DeepPathwithTensorforce,https://github.com/arunarn2/DeepPathwithTensorforce,405,9,9,3,1.0
116969892,monoelh/deep-reinforcement-learning_DDQN_PPO_HER,https://github.com/monoelh/deep-reinforcement-learning_DDQN_PPO_HER,1378,20,20,1,1.0
132144325,wweichn/Tensorflow_2player_pong,https://github.com/wweichn/Tensorflow_2player_pong,163,6,6,4,1.0
121953825,hchkaiban/RLContinuousActionSpace,https://github.com/hchkaiban/RLContinuousActionSpace,2133,8,8,3,1.0
130942649,heixscy88/TMI_parameter_tuning,https://github.com/heixscy88/TMI_parameter_tuning,19744,6,6,4,1.0
133599629,zhichengMLE/Deep-Reinforcement-Learning,https://github.com/zhichengMLE/Deep-Reinforcement-Learning,3,2,2,0,1.0
130755090,ritiztambi/ChatBot-Deep-Reinforcement-Learning,https://github.com/ritiztambi/ChatBot-Deep-Reinforcement-Learning,9550,2,2,0,1.0
131887552,ashmccallum/udacity-dl-quadcopter,https://github.com/ashmccallum/udacity-dl-quadcopter,1158,4,4,3,1.0
133543256,Yuktal/Inverted-Pendulum-Deep-Reinforcement-Learning-PSO,https://github.com/Yuktal/Inverted-Pendulum-Deep-Reinforcement-Learning-PSO,303,2,2,1,1.0
114530764,erdenbatuhan/autonomous-turtlebot,https://github.com/erdenbatuhan/autonomous-turtlebot,42902,4,4,0,1.0
119879401,CU-Humanoid2018Spring/ROganized,https://github.com/CU-Humanoid2018Spring/ROganized,453898,4,4,0,1.0
131776403,suchismitapadhy/ReinforcementLearning,https://github.com/suchismitapadhy/ReinforcementLearning,5417,0,0,0,1.0
135031302,sK4rdell/deep-deterministic-policy-gradient,https://github.com/sK4rdell/deep-deterministic-policy-gradient,18,2,2,1,1.0
126419698,xiaoyangzai/DeepReinforcementLearning,https://github.com/xiaoyangzai/DeepReinforcementLearning,57207,0,0,1,1.0
131602221,bemova/Deep_reinforcement_learning,https://github.com/bemova/Deep_reinforcement_learning,4,1,1,0,1.0
125028708,maiwen/Deep-Reinforcement-Learning,https://github.com/maiwen/Deep-Reinforcement-Learning,2736,1,1,0,1.0
135129847,Mufas61/HAW-deep-reinforcement-learning,https://github.com/Mufas61/HAW-deep-reinforcement-learning,2,0,0,0,1.0
121473142,jwilles/CS294-Deep-Reinforcement-Learning,https://github.com/jwilles/CS294-Deep-Reinforcement-Learning,10623,0,0,0,1.0
88172197,adderbyte/Deep_Q_Network_Reinforcement_Learning,https://github.com/adderbyte/Deep_Q_Network_Reinforcement_Learning,26642,0,0,0,1.0
121082699,machilusZ/Berkeley_CS294,https://github.com/machilusZ/Berkeley_CS294,1793,0,0,0,1.0
133887279,wuyx/DRL,https://github.com/wuyx/DRL,2602,0,0,0,1.0
135453082,kkeller90/https-github.com-AppliedDataSciencePartners-DeepReinforcementLearning,https://github.com/kkeller90/https-github.com-AppliedDataSciencePartners-DeepReinforcementLearning,2664,0,0,0,1.0
119462970,mkrum/Kasparov,https://github.com/mkrum/Kasparov,201071,0,0,0,1.0
131381341,unoguru/Deep-RL-Learning,https://github.com/unoguru/Deep-RL-Learning,1146,0,0,0,1.0
123876233,R1j1t/Reinforcement_Learning_project,https://github.com/R1j1t/Reinforcement_Learning_project,30123,0,0,0,1.0
125764923,weiji14/nz_space_challenge,https://github.com/weiji14/nz_space_challenge,136738,5,5,1,1.0
125253493,ShangwuYao/MontezumaRevenge,https://github.com/ShangwuYao/MontezumaRevenge,24060,0,0,0,1.0
133615964,georgymh/hurricane-rl,https://github.com/georgymh/hurricane-rl,239132,0,0,0,1.0
106702086,dremonaut/action-provider-rl,https://github.com/dremonaut/action-provider-rl,26,0,0,0,1.0
125277198,coolsgupta/atari_games,https://github.com/coolsgupta/atari_games,109155,0,0,1,1.0
129251649,lipry/DeepCartPole,https://github.com/lipry/DeepCartPole,23,0,0,0,1.0
110351108,pannag/cs294_f2017,https://github.com/pannag/cs294_f2017,2726,0,0,0,1.0
75449951,yycho0108/CartPole_tf,https://github.com/yycho0108/CartPole_tf,136,0,0,0,1.0
133152111,Borzyszkowski/DeepRL_King-Pong_Hackathon,https://github.com/Borzyszkowski/DeepRL_King-Pong_Hackathon,7,0,0,0,1.0
150817074,frankTian92/ml-nlp-dl-rl,https://github.com/frankTian92/ml-nlp-dl-rl,25967,0,0,0,1.0
122908813,zbwby819/AI-online-courses,https://github.com/zbwby819/AI-online-courses,239450,0,0,0,1.0
134679878,Catherine-Chu/DRL_Examples,https://github.com/Catherine-Chu/DRL_Examples,7,0,0,0,1.0
125311332,mjlakis/pendulum-ddpg,https://github.com/mjlakis/pendulum-ddpg,12957,3,3,1,1.0
133325816,gerritschoe/SawyerSQL,https://github.com/gerritschoe/SawyerSQL,14598,2,2,0,1.0
134853889,andrewmilo/MarioAgent,https://github.com/andrewmilo/MarioAgent,180572,0,0,0,1.0
128656821,mishra-sid/AsyncKART,https://github.com/mishra-sid/AsyncKART,14837,1,1,0,1.0
88283122,sriharshams/mlnd,https://github.com/sriharshams/mlnd,47493,0,0,0,1.0
60857280,carpedm20/deep-rl-tensorflow,https://github.com/carpedm20/deep-rl-tensorflow,613,1573,1573,405,1.0
95457042,pochih/RL-Chatbot,https://github.com/pochih/RL-Chatbot,53945,407,407,133,1.0
104375957,samre12/deep-trading-agent,https://github.com/samre12/deep-trading-agent,116351,676,676,210,1.0
132375857,ChintanTrivedi/DeepGamingAI_FIFARL,https://github.com/ChintanTrivedi/DeepGamingAI_FIFARL,26858,278,278,70,1.0
135906484,peter001zhang/q_trading,https://github.com/peter001zhang/q_trading,211127,43,43,21,1.0
137018484,AdrianHsu/breakout-Deep-Q-Network,https://github.com/AdrianHsu/breakout-Deep-Q-Network,4436,70,70,17,1.0
154810877,kallen666/MPTCP-Deep-Reinforcement-Learning,https://github.com/kallen666/MPTCP-Deep-Reinforcement-Learning,170,6,6,7,1.0
135324639,louaaron/CS294_homework,https://github.com/louaaron/CS294_homework,1745,36,36,13,1.0
136031474,thinkingparticle/deep_rl_pong_keras,https://github.com/thinkingparticle/deep_rl_pong_keras,10261,21,21,10,1.0
102822593,nosyndicate/pytorchrl,https://github.com/nosyndicate/pytorchrl,163,48,48,6,1.0
103867837,wagonhelm/Deep-Policy-Gradient,https://github.com/wagonhelm/Deep-Policy-Gradient,45478,27,27,11,1.0
133857436,DungLe13/lips-reading,https://github.com/DungLe13/lips-reading,39492,20,20,6,1.0
137564890,duanyueqi/GraphBit,https://github.com/duanyueqi/GraphBit,48,30,30,7,1.0
134831548,sweta20/deep-rl-course,https://github.com/sweta20/deep-rl-course,235351,4,4,6,1.0
136734084,rudolfsteiner/MPC,https://github.com/rudolfsteiner/MPC,2289,24,24,12,1.0
109708511,kabirahuja2431/DeepQLearning,https://github.com/kabirahuja2431/DeepQLearning,288,2,2,2,1.0
134174420,koriavinash1/Brain_Tumor_Localization_using_RL_agent,https://github.com/koriavinash1/Brain_Tumor_Localization_using_RL_agent,165,6,6,1,1.0
93402553,pianomania/paac-pytorch,https://github.com/pianomania/paac-pytorch,45292,5,5,2,1.0
119777393,DeepFutures/deepfutures,https://github.com/DeepFutures/deepfutures,24174,3,3,1,1.0
136858503,johnnyflame/Automatic-query-reformulater,https://github.com/johnnyflame/Automatic-query-reformulater,63015,3,3,0,1.0
122925313,anoopjeerige/deep-learning,https://github.com/anoopjeerige/deep-learning,135,2,2,0,1.0
115226724,sbarratt/rl-mapping,https://github.com/sbarratt/rl-mapping,17868,3,3,1,1.0
137576994,rikky0611/chainer-RL-autoencoder,https://github.com/rikky0611/chainer-RL-autoencoder,1172,3,3,0,1.0
139234838,vrishank97/PyDRL,https://github.com/vrishank97/PyDRL,8,2,2,2,1.0
130619325,aghriss/DeepRL,https://github.com/aghriss/DeepRL,7734,0,0,0,1.0
136406192,AdalbertoCq/Reinforcement-Learning-Agents,https://github.com/AdalbertoCq/Reinforcement-Learning-Agents,2303,1,1,1,1.0
136003991,fountainhead-gq/Deep-Reinforcement-Learning,https://github.com/fountainhead-gq/Deep-Reinforcement-Learning,3470,0,0,0,1.0
126935984,akanimax/deep-reinforcement-learning,https://github.com/akanimax/deep-reinforcement-learning,4409,1,1,1,1.0
109646365,lihuang3/Swarm_Deep_Reinforcement_Learning,https://github.com/lihuang3/Swarm_Deep_Reinforcement_Learning,77490,1,1,0,1.0
139223788,vincentndo/Deep_Reinforcement_Learning_Homework,https://github.com/vincentndo/Deep_Reinforcement_Learning_Homework,1518,0,0,0,1.0
114593848,NikolaMr/Deep-Reinforcement-Learning,https://github.com/NikolaMr/Deep-Reinforcement-Learning,450,1,1,1,1.0
138715687,LennyBoyatzis/DeepRL-Vizdoom,https://github.com/LennyBoyatzis/DeepRL-Vizdoom,128,0,0,0,1.0
139139718,saintograph/deep-reinforcement-learning-with-bananas,https://github.com/saintograph/deep-reinforcement-learning-with-bananas,917,0,0,0,1.0
130754489,jasensanders/DeepLearning_p5v2,https://github.com/jasensanders/DeepLearning_p5v2,1743,0,0,0,1.0
131826166,albarji/deeprl-pong,https://github.com/albarji/deeprl-pong,10,1,1,0,1.0
132350072,sohaibfarooqi/tensorflow-for-deep-learning,https://github.com/sohaibfarooqi/tensorflow-for-deep-learning,101,1,1,1,1.0
129598405,pcode93/rl_doom,https://github.com/pcode93/rl_doom,31008,1,1,0,1.0
137368258,hermanprawiro/ora-portfolio,https://github.com/hermanprawiro/ora-portfolio,28992,1,1,0,1.0
127782816,Raiszo/cs294,https://github.com/Raiszo/cs294,56060,0,0,1,1.0
137745659,garybake/altered_keras,https://github.com/garybake/altered_keras,7,0,0,0,1.0
133929766,kvchen/cs231n-final-project,https://github.com/kvchen/cs231n-final-project,2712,0,0,0,1.0
117027442,warmar/Gym-Deep-Q,https://github.com/warmar/Gym-Deep-Q,231681,0,0,0,1.0
136405317,charlesLovesCpp/DeepRL_MyFlappyBird,https://github.com/charlesLovesCpp/DeepRL_MyFlappyBird,46128,0,0,0,1.0
137356117,borislavmavrin/RL.cs294.berkeley.f2017,https://github.com/borislavmavrin/RL.cs294.berkeley.f2017,1339,0,0,0,1.0
137682571,yallport/machine-learning-engineer-nanodegree,https://github.com/yallport/machine-learning-engineer-nanodegree,67,0,0,0,1.0
136990757,prakhardogra921/Deep-Q-Learning,https://github.com/prakhardogra921/Deep-Q-Learning,432,1,1,0,1.0
133425875,SoftwareDevEngResearch/deep_learning_layer_calculator,https://github.com/SoftwareDevEngResearch/deep_learning_layer_calculator,36,0,0,1,1.0
135944383,pweids/ConnectZero,https://github.com/pweids/ConnectZero,10762,0,0,0,1.0
138277957,dgk216/T-Rex-AI,https://github.com/dgk216/T-Rex-AI,2,0,0,0,1.0
138495858,yi-melo/imitationDRL-play-mario,https://github.com/yi-melo/imitationDRL-play-mario,18829,1,1,0,1.0
135907508,binzhihao/py-ai-project,https://github.com/binzhihao/py-ai-project,11533,0,0,0,1.0
136743734,biggzlar/i2a,https://github.com/biggzlar/i2a,18216,3,3,0,1.0
135672858,khanhnamle1994/deep-reinforcement-learning,https://github.com/khanhnamle1994/deep-reinforcement-learning,82481,52,52,26,1.0
92817173,yilunc2020/Attention-DQN,https://github.com/yilunc2020/Attention-DQN,5123,72,72,17,1.0
62210887,ppaanngggg/DeepRL,https://github.com/ppaanngggg/DeepRL,159,29,29,6,1.0
138673457,liangzp/DQLearning-Toolbox,https://github.com/liangzp/DQLearning-Toolbox,58714,38,38,11,1.0
130365797,xie9187/Monocular-Obstacle-Avoidance,https://github.com/xie9187/Monocular-Obstacle-Avoidance,130281,112,112,39,1.0
141615911,pfoy/Quadcopter-Deep-Reinforcement-Learning,https://github.com/pfoy/Quadcopter-Deep-Reinforcement-Learning,209,11,11,5,1.0
137592848,KGSands/DRL-Chatbot,https://github.com/KGSands/DRL-Chatbot,2943,18,18,6,1.0
125128996,VBot2410/Deep-Q-Learning-Cartpole,https://github.com/VBot2410/Deep-Q-Learning-Cartpole,82,8,8,3,1.0
130134555,xuefeng7/Improving-Sepsis-Treatment-Strategies,https://github.com/xuefeng7/Improving-Sepsis-Treatment-Strategies,469,22,22,9,1.0
131581100,dsalgador/master-thesis,https://github.com/dsalgador/master-thesis,194011,16,16,5,1.0
140315422,apourchot/ERL-pytorch,https://github.com/apourchot/ERL-pytorch,30,10,10,3,1.0
135420559,leekwoon/KR-DL-UCT,https://github.com/leekwoon/KR-DL-UCT,37142,31,31,3,1.0
168947546,taditti/RobotPath,https://github.com/taditti/RobotPath,10851,2,2,3,1.0
141422914,KavindaKottege/DeepQ-Pong,https://github.com/KavindaKottege/DeepQ-Pong,1569,0,0,3,1.0
111124968,dyelax/acktr,https://github.com/dyelax/acktr,18362,9,9,3,1.0
135579117,bujingyi/reinforcement-learning-frameworks,https://github.com/bujingyi/reinforcement-learning-frameworks,29,4,4,0,1.0
139044314,zamlz/dlcampjeju2018-I2A-cube,https://github.com/zamlz/dlcampjeju2018-I2A-cube,9137,16,16,1,1.0
140200734,boranzhao/Deep-Reinforcement-Learning,https://github.com/boranzhao/Deep-Reinforcement-Learning,55564,2,2,0,1.0
128889312,Elitack/PG-DRL,https://github.com/Elitack/PG-DRL,19219,3,3,0,1.0
132195671,jamesdellinger/machine_learning_deep_learning_nanodegree_quadcopter_rl_project,https://github.com/jamesdellinger/machine_learning_deep_learning_nanodegree_quadcopter_rl_project,24743,4,4,0,1.0
141905686,aspk/Tensorflow_Deep_RL,https://github.com/aspk/Tensorflow_Deep_RL,12,4,4,1,1.0
127619152,AdaSLR/ASLM,https://github.com/AdaSLR/ASLM,1793,5,5,1,1.0
