post_id,accepted_answer_id,label_high,label_low,post_date,receive_answer_duration
39909340,39910230,drl issues,comprehension,2016,5026
58547686,58548047,drl issues,design problem,2019,1710
28082922,28086400,not real drl,remove,2015,12430
40722683,40755627,drl issues,comprehension,2016,133479
2846038,2870542,drl issues,comprehension,2010,264701
2846038,2870542,drl issues,design problem,2010,264701
64441708,64657666,drl issues,environment,2020,1203854
28457688,28458869,not real drl,remove,2015,3170
11327923,11329005,drl issues,design problem,2012,4122
39316972,39321007,drl issues,comprehension,2016,26954
57544726,57544974,drl library/framework,api usage,2019,1885
58033188,58034676,drl issues,comprehension,2019,8325
11980051,21991709,drl library/framework,api usage,2012,48173477
28937803,28955191,drl issues,comprehension,2015,64780
47133913,47134486,drl issues,comprehension,2017,1811
40121969,40123542,drl issues,comprehension,2016,7361
58194497,58194591,drl issues,design problem,2019,785
40006763,40016555,drl issues,state/observation,2016,48950
58203832,58204012,other programming problems,,2019,672
40115282,40118060,drl issues,design problem,2016,10107
40137240,40138043,drl issues,design problem,2016,2917
58473521,58474081,drl issues,comprehension,2019,3914
3972812,3972927,not real drl,remove,2010,922
50189695,50190093,drl issues,comprehension,2018,2620
50297126,50302177,drl issues,comprehension,2018,31046
50308750,50308765,other programming problems,,2018,103
50360618,50360846,drl issues,comprehension,2018,2256
33011825,45033740,drl issues,comprehension,2015,55477067
51127979,51130431,drl issues,design problem,2018,22185
40410384,40455581,drl issues,comprehension,2016,273427
58447885,58456300,drl library/framework,api usage,2019,32068
48740685,48749854,other programming problems,,2018,32314
49037430,49038031,drl library/framework,installation,2018,2667
65142804,65143609,drl library/framework,installation,2020,3575
54051499,54078288,drl issues,design problem,2019,191381
68391465,68400355,other programming problems,,2021,38452
52376692,52431519,dl issues,model,2018,244645
65082648,65133173,dl issues,model,2020,246351
67808779,67821479,dl issues,dl frameworks,2021,73069
32825178,33351458,drl issues,comprehension,2015,2429542
67828549,67834113,dl issues,data preprocessing,2021,42422
36610290,54562773,parallel processing & multi threading,multiprocessing,2016,88907473
36648996,36672599,drl issues,comprehension,2016,138292
36822951,36823267,drl issues,design problem,2016,1831
36812719,36813146,drl issues,comprehension,2016,2119
36850302,36858619,dl issues,model,2016,41492
36956906,37026950,drl issues,policy's loss,2016,331530
70792122,70807448,not real drl,remove,2022,91912
37023460,37026903,drl issues,comprehension,2016,8900
70826765,70826903,drl library/framework,api usage,2022,1200
36994129,37001965,not real drl,remove,2016,33537
61205082,61263414,dl issues,model,2020,233810
61215966,61245117,drl issues,design problem,2020,129558
61231333,61231512,other programming problems,,2020,471
43426409,43428900,drl issues,design problem,2017,14622
61495319,61590042,other programming problems,,2020,447321
40831896,40850664,drl library/framework,api usage,2016,87600
7507004,7507094,not real drl,remove,2011,529
40827905,40828943,other programming problems,,2016,7126
43728781,43755179,drl issues,comprehension,2017,111925
59448001,62117589,drl issues,reward,2019,13882694
41242329,41288267,drl issues,comprehension,2016,189323
61805090,61839363,drl issues,comprehension,2020,161728
23078806,23079298,drl issues,comprehension,2014,1312
41459498,41508818,drl issues,comprehension,2017,197125
59668333,59668622,other programming problems,,2020,973
59709726,59724748,drl issues,comprehension,2020,72315
23525804,23632515,drl issues,action,2014,499158
59947248,59947855,drl issues,comprehension,2020,1978
23531117,23531418,drl issues,comprehension,2014,2086
62225037,62225113,other programming problems,,2020,445
23775766,23954443,dl issues,model,2014,797796
62208330,62458131,drl library/framework,api usage,2020,1176787
23559050,24325875,drl issues,comprehension,2014,3641441
51614542,51629504,not real drl,remove,2018,71177
34181056,34263310,drl issues,comprehension,2015,414163
52655995,52665601,drl issues,design problem,2018,50415
62867291,62905956,dl issues,model,2020,178928
52682521,52682718,dl issues,model,2018,1395
62963441,62963673,not real drl,remove,2020,2632
70605210,70822559,other programming problems,,2022,1482232
70615514,70637235,dl issues,data preprocessing,2022,166043
62941625,63040588,drl issues,action,2020,515930
55245875,55248243,other programming problems,,2019,8564
46422845,50663200,drl issues,comprehension,2017,21580182
36160248,36499550,drl issues,comprehension,2016,1453544
64642712,64642821,drl issues,comprehension,2020,470
46965925,46970812,drl issues,design problem,2017,27752
47512110,47579598,drl issues,comprehension,2017,274683
64649944,64802992,drl issues,comprehension,2020,843832
40760576,40867590,drl library/framework,api usage,2016,533887
22572624,22576346,drl issues,action,2014,29190
59376108,59379506,drl issues,comprehension,2019,12653
47537563,47553278,drl issues,design problem,2017,69593
40951613,40963198,drl issues,policy's loss,2016,89642
59222431,59443160,drl issues,comprehension,2019,1323284
22805323,22805482,drl issues,comprehension,2014,442
41317030,41520712,drl issues,comprehension,2016,1171275
59223646,59223806,not real drl,remove,2019,1748
22805872,22923101,drl issues,comprehension,2014,476749
4845489,4846138,drl issues,comprehension,2011,7037
59425390,59443007,drl issues,comprehension,2019,161203
59569710,59599319,drl issues,environment,2020,225567
59582677,59776674,drl issues,design problem,2020,1131763
5112531,5112552,drl issues,comprehension,2011,211
5112531,5112552,drl issues,hyperparameters,2011,211
41684801,41763847,drl issues,reward,2017,315827
41685575,41715173,drl issues,comprehension,2017,126929
60139303,60141863,drl issues,comprehension,2020,17277
42336415,42340666,drl issues,comprehension,2017,18289
5427188,5735271,drl issues,design problem,2011,2313752
60164460,60176597,drl issues,comprehension,2020,42961
42317356,42322260,drl issues,comprehension,2017,30597
60419966,60428722,drl issues,comprehension,2020,50281
6542274,6564294,not real drl,remove,2011,235471
59940538,60330136,drl issues,comprehension,2020,2072814
60682153,60682640,drl issues,action,2020,3482
42823213,42827405,drl issues,comprehension,2017,24049
6848828,6852935,drl issues,comprehension,2011,24802
60917814,60920003,dl issues,model,2020,10301
42844728,42884690,other programming problems,,2017,215518
6910859,6919508,drl issues,comprehension,2011,42283
45199590,45486387,drl issues,reward,2017,1275586
61201800,61341123,parallel processing & multi threading,multithreading,2020,618782
34364246,34368407,drl issues,design problem,2015,35670
53198503,53202849,drl issues,comprehension,2018,32554
68070368,68112472,drl library/framework,api usage,2021,236351
52808170,52879498,drl issues,comprehension,2018,321700
34536340,34544424,dl issues,dl frameworks,2015,49855
34553205,34558484,drl issues,comprehension,2016,53195
52838439,52941588,drl issues,comprehension,2018,569579
27340967,35667432,dl issues,model,2014,38620512
60958362,60964859,not real drl,remove,2020,39783
34445590,34455305,drl library/framework,best fitted library for a special task,2015,57588
63362078,63362343,other programming problems,,2020,993
68113725,68114690,drl library/framework,api usage,2021,3979
68141855,68211567,drl library/framework,api usage,2021,441310
53307599,53348627,drl issues,comprehension,2018,209690
53378284,53378514,drl issues,design problem,2018,698
63728800,64223512,drl issues,design problem,2020,2824313
46031578,46256607,drl issues,comprehension,2017,1075663
53403311,53432579,drl issues,state/observation,2018,137398
23235181,23235578,drl issues,comprehension,2014,1690
41826887,41915017,drl library/framework,api usage,2017,382095
42044608,42052804,dl issues,model,2017,66215
47559290,47559403,drl issues,comprehension,2017,476
64816793,64816841,drl issues,comprehension,2020,393
42547787,42548042,drl issues,comprehension,2017,1119
53429724,53432748,drl issues,comprehension,2018,10389
47750291,48088365,drl issues,comprehension,2017,2051216
61149054,61618566,drl library/framework,api usage,2020,2142994
61162864,61169469,dl issues,data preprocessing,2020,49796
61162864,61169469,other programming problems,,2020,49796
61118197,61162133,other programming problems,,2020,206239
7098625,7100856,drl issues,design problem,2011,14092
47838665,47840536,drl issues,comprehension,2017,10241
47933380,50013537,drl library/framework,installation,2017,10728484
61741641,61772628,drl issues,design problem,2020,124065
48476039,48476751,drl issues,design problem,2018,5262
48933294,48964383,drl issues,comprehension,2018,166546
48495733,48497097,drl issues,comprehension,2018,6072
48495733,48497097,drl issues,hyperparameter,2018,6072
65003111,65004129,other programming problems,,2020,3678
48937434,49068636,drl issues,comprehension,2018,657133
65177161,65177432,dl issues,model,2020,1772
65202522,65250561,drl library/framework,api usage,2020,242611
65243290,65245472,other programming problems,,2020,18146
65282936,65877186,drl issues,comprehension,2020,3618079
47287033,48595524,drl issues,state/observation,2017,6981094
49083999,50598296,not real drl,remove,2018,7580854
49065222,49720172,dl issues,model,2018,3222850
65222734,65250126,drl issues,comprehension,2020,146266
65338120,65603866,drl library/framework,installation,2020,1772078
65448313,65528519,dl issues,dl frameworks,2020,591196
12411197,12785302,drl issues,comprehension,2012,2156780
47491072,48086547,not real drl,remove,2017,3373234
47494105,47499751,drl issues,comprehension,2017,39077
47333240,47345857,drl issues,comprehension,2017,60101
49547264,49551095,drl issues,comprehension,2018,19377
49533349,49535450,drl issues,comprehension,2018,5823
67177184,67346604,drl issues,design problem,2021,959443
53039048,53041074,drl issues,comprehension,2018,10184
48213366,48230960,drl issues,comprehension,2018,82980
51223187,51224520,drl library/framework,api usage,2018,11011
51221952,51232515,drl issues,comprehension,2018,99829
17336069,17592020,drl issues,hyperparameters,2013,1226892
51260136,51290479,drl issues,action,2018,117036
44301591,44314007,drl issues,comprehension,2017,35780
62008235,62074031,drl issues,reward,2020,267755
62027289,62027399,drl issues,comprehension,2020,338
51354107,51359267,drl issues,state/observation,2018,24659
62022924,62025338,drl issues,comprehension,2020,7222
62048441,62052686,dl issues,dl frameworks,2020,14749
44381198,44419834,dl issues,model,2017,137146
33573663,34069637,not real drl,remove,2015,2320110
62088430,65472767,drl library/framework,api usage,2020,18367448
44444923,44445077,other programming problems,,2017,638
67466527,67482275,drl issues,comprehension,2021,85783
67466527,67482275,drl library/framework,api usage,2021,85783
62119988,62120163,other programming problems,,2020,741
62126327,62225923,dl issues,dl frameworks,2020,413309
65694416,65697986,drl library/framework,api usage,2021,24836
65750675,65755566,other programming problems,,2021,30836
49174342,49180318,parallel processing & multi threading,gpu usage,2018,18788
65704854,65705017,drl library/framework,dependency,2021,647
49801638,50574354,drl issues,comprehension,2018,3998323
49801638,50574354,drl issues,reward,2018,3998323
49822078,49823242,drl issues,comprehension,2018,5044
49709397,49711238,drl issues,comprehension,2018,11885
50393969,50473855,dl issues,model,2018,444855
50397098,50397961,drl issues,reward,2018,3332
50392231,50394582,drl issues,state/observation,2018,6709
50444342,50452319,not real drl,remove,2018,28054
62325794,62326661,other programming problems,,2020,2671
50453490,50453833,other programming problems,,2018,1419
44846312,44846510,drl issues,design problem,2017,791
44874982,44876464,drl issues,comprehension,2017,15387
50521650,50531389,not real drl,remove,2018,35067
62529802,62530356,drl issues,action,2020,1920
50557601,50557604,drl issues,comprehension,2018,16
62629997,62630016,dl issues,dl frameworks,2020,255
63010463,65597559,drl issues,design problem,2020,14626677
45231492,45231995,drl issues,comprehension,2017,1530
44936983,44937054,drl issues,comprehension,2017,355
50676296,50676836,dl issues,dl frameworks,2018,1765
27008226,27013761,drl issues,design problem,2014,24583
45258655,45267307,drl issues,design problem,2017,73296
63072770,63074078,dl issues,model,2020,4958
45298898,45311515,drl issues,comprehension,2017,34958
50627861,50663731,drl issues,design problem,2018,225490
45271441,45295777,drl issues,comprehension,2017,105213
50737705,50748029,drl issues,design problem,2018,32804
50763983,50765510,dl issues,dl frameworks,2018,5917
27059097,27061119,drl issues,design problem,2014,6415
63097995,63098077,dl issues,data preprocessing,2020,617
51626985,51635631,drl issues,comprehension,2018,26909
63449098,63461290,not real drl,remove,2020,59442
51693567,51693613,dl issues,model,2018,390
51774091,51794321,dl issues,model,2018,95782
51823506,51826088,other programming problems,,2018,8198
51944199,51946609,dl issues,data preprocessing,2018,8648
67517535,67530717,drl library/framework,documentation,2021,77018
11072538,11300589,drl issues,design problem,2012,1313037
46585392,46619783,drl issues,policy's loss,2017,171109
17934171,17957003,drl issues,comprehension,2013,85229
46979986,46995992,drl issues,design problem,2017,116656
11693500,11699077,drl issues,comprehension,2012,46170
11696990,11697030,drl issues,design problem,2012,406
64704137,64858376,drl library/framework,documentation,2020,932105
48573243,48601831,drl library/framework,api usage,2018,164119
32216216,32216668,drl issues,comprehension,2015,3845
47980012,48025703,dl issues,model,2017,267058
52878679,52881846,drl issues,design problem,2018,13221
32428237,32429142,drl issues,comprehension,2015,7820
53540424,53540809,dl issues,model,2018,1326
67762898,67762972,other programming problems,,2021,502
53613722,53638579,drl issues,comprehension,2018,105595
53622782,54250493,drl issues,comprehension,2018,3836707
53727531,53765632,drl issues,design problem,2018,173824
68227563,68244722,drl issues,environment,2021,162987
53689861,53692878,other programming problems,,2018,26900
53802453,53828462,drl issues,comprehension,2018,153591
49193415,49197866,drl issues,comprehension,2018,15062
53571945,53573022,drl issues,design problem,2018,7352
53830617,53910502,other programming problems,,2018,509256
65815598,65815968,dl issues,model,2021,1560
66091558,66091868,drl issues,comprehension,2021,1868
49234736,49244770,drl issues,comprehension,2018,34461
49234736,49244770,dl issues,data preprocessing,2018,34461
66308538,66599611,drl issues,comprehension,2021,1598004
66306571,66306797,other programming problems,,2021,1428
66335165,66640939,drl library/framework,dependency,2021,1727715
66318564,66328885,drl issues,comprehension,2021,58209
37190880,37208762,drl library/framework,best fitted library for a special task,2016,72828
49319961,49320968,other programming problems,,2018,3309
37409528,37451048,drl issues,comprehension,2016,151009
37524472,37561698,drl issues,reward,2016,157388
37401417,37402775,drl issues,comprehension,2016,9359
70984103,71008828,drl issues,comprehension,2022,195141
71168412,71187773,drl library/framework,api usage,2022,135484
71040388,71041627,dl issues,dl frameworks,2022,7269
71255967,71257059,other programming problems,,2022,5834
71383828,71387643,not real drl,remove,2022,21012
71459191,71459334,drl issues,comprehension,2022,1105
54211391,54211628,drl issues,design problem,2019,1192
68550901,68551308,parallel processing & multi threading,multiprocessing,2021,2278
69650499,69654319,drl library/framework,api usage,2021,23838
69593105,69600392,drl issues,reward,2021,64377
55371106,55378798,drl issues,comprehension,2019,26235
55410391,55421550,dl issues,dl frameworks,2019,43474
54171713,54181309,drl issues,comprehension,2019,65055
55381040,55387407,drl library/framework,installation,2019,24691
55447787,55469731,drl issues,comprehension,2019,102635
55545051,55548089,drl issues,comprehension,2019,32226
55513605,55521710,drl issues,policy's loss,2019,24941
72483775,72805349,drl library/framework,api usage,2022,2303816
72501444,72510305,drl issues,comprehension,2022,95129
72537702,72674552,drl issues,comprehension,2022,980866
55000663,55042126,drl issues,comprehension,2019,174403
72606664,72662783,other programming problems,,2022,345889
55088497,55088705,drl issues,design problem,2019,1254
72656770,72661341,drl issues,design problem,2022,21903
69439942,69447489,dl issues,data preprocessing,2021,56479
72995715,73168688,drl issues,comprehension,2022,1217725
72998966,72999819,drl issues,reward,2022,6545
73006909,73061481,drl library/framework,dependency,2022,386183
73071399,73071554,dl issues,model,2022,1014
73085950,73092322,drl library/framework,api usage,2022,69843
73125049,73155407,drl issues,comprehension,2022,177147
73152465,73152609,other programming problems,,2022,700
73224528,73227073,drl issues,policy's loss,2022,13177
73225230,73287689,dl issues,model,2022,482080
55552366,55552531,drl issues,reward,2019,1232
55579331,71902207,parallel processing & multi threading,multiprocessing,2019,95454447
70015203,70027652,other programming problems,,2021,59956
69927786,69933970,drl issues,comprehension,2021,28223
55657268,55660613,drl issues,comprehension,2019,19816
55747714,55747943,drl issues,comprehension,2019,746
55741358,55741687,not real drl,remove,2019,1342
70163823,70164895,drl issues,comprehension,2021,9579
70171503,70226361,drl issues,comprehension,2021,342518
70227150,70249243,drl issues,comprehension,2021,177528
70282991,70283623,drl library/framework,api usage,2021,6103
70314837,70314954,other programming problems,,2021,1049
70309923,70324535,other programming problems,,2021,152645
70432613,70492578,drl issues,state/observation,2021,513005
70458347,70461278,other programming problems,,2021,17341
71549439,71615541,drl library/framework,api usage,2022,404349
71671716,71961729,drl library/framework,api usage,2022,1965863
71584763,71611386,other programming problems,,2022,146268
71807485,71807866,drl issues,design problem,2022,3500
71901031,71902933,other programming problems,,2022,17067
71970806,71970807,drl library/framework,api usage,2022,0
72007160,72007195,drl issues,comprehension,2022,394
72085601,72086078,not real drl,remove,2022,2772
72221554,72222603,drl library/framework,dependency,2022,7664
68353637,68762415,drl library/framework,api usage,2021,2669689
66733298,66755169,drl library/framework,api usage,2021,119890
57528770,57528913,dl issues,dl frameworks,2019,819
57565249,57661285,other programming problems,,2019,575367
63865496,63866284,dl issues,model,2020,9824
68171714,68547157,drl issues,environment,2021,2465738
57259497,57792036,dl issues,data preprocessing,2019,3187856
57573540,57661499,drl library/framework,api usage,2019,532561
70573735,70575851,drl library/framework,api usage,2022,18301
59272939,59794351,other programming problems,,2019,3291879
71937877,71945353,drl library/framework,api usage,2022,34038
63656778,63737268,dl issues,dl frameworks,2020,421417
70696295,70696407,drl library/framework,api usage,2022,471
1656636,1660930,not real drl,remove,2009,101094
52752976,53642526,not real drl,remove,2018,4820727
51351598,51351856,drl library/framework,dependency,2018,1945
4766084,4772643,not real drl,remove,2011,96348
51224752,51225121,drl library/framework,api usage,2018,3005
55836416,55920210,drl library/framework,problems inside framework,2019,494203
